doid_0	disease_0	doid_1	disease_1	similarity
DOID:1909	melanoma	DOID:1793	pancreatic cancer	0.04959
DOID:1909	melanoma	DOID:3310	atopic dermatitis	0.0427
DOID:1909	melanoma	DOID:8778	Crohn's disease	0.04028
DOID:1909	melanoma	DOID:7693	abdominal aortic aneurysm	0.03227
DOID:1909	melanoma	DOID:2531	hematologic cancer	0.03084
DOID:1909	melanoma	DOID:12365	malaria	0.03013
DOID:1909	melanoma	DOID:7148	rheumatoid arthritis	0.02032
DOID:1909	melanoma	DOID:14330	Parkinson's disease	0.01997
DOID:1909	melanoma	DOID:11612	polycystic ovary syndrome	0.01606
DOID:1909	melanoma	DOID:9008	psoriatic arthritis	0.01248
DOID:1909	melanoma	DOID:5419	schizophrenia	0.01245
DOID:1793	pancreatic cancer	DOID:1612	breast cancer	0.07521
DOID:1793	pancreatic cancer	DOID:635	acquired immunodeficiency syndrome	0.07435
DOID:1793	pancreatic cancer	DOID:8893	psoriasis	0.07154
DOID:1793	pancreatic cancer	DOID:9206	Barrett's esophagus	0.06907
DOID:1793	pancreatic cancer	DOID:9074	systemic lupus erythematosus	0.06764
DOID:1793	pancreatic cancer	DOID:8577	ulcerative colitis	0.06538
DOID:1793	pancreatic cancer	DOID:263	kidney cancer	0.06389
DOID:1793	pancreatic cancer	DOID:3083	chronic obstructive pulmonary disease	0.05808
DOID:1793	pancreatic cancer	DOID:2986	IgA glomerulonephritis	0.05631
DOID:1793	pancreatic cancer	DOID:219	colon cancer	0.05559
DOID:1793	pancreatic cancer	DOID:0050742	nicotine dependence	0.05524
DOID:1793	pancreatic cancer	DOID:0050156	idiopathic pulmonary fibrosis	0.0546
DOID:1793	pancreatic cancer	DOID:1909	melanoma	0.04959
DOID:1793	pancreatic cancer	DOID:10652	Alzheimer's disease	0.04626
DOID:1793	pancreatic cancer	DOID:8778	Crohn's disease	0.044
DOID:1793	pancreatic cancer	DOID:418	systemic scleroderma	0.04276
DOID:1793	pancreatic cancer	DOID:14227	azoospermia	0.03934
DOID:1793	pancreatic cancer	DOID:986	alopecia areata	0.03482
DOID:1793	pancreatic cancer	DOID:3310	atopic dermatitis	0.03278
DOID:1793	pancreatic cancer	DOID:12365	malaria	0.02923
DOID:1793	pancreatic cancer	DOID:7148	rheumatoid arthritis	0.02796
DOID:1793	pancreatic cancer	DOID:7693	abdominal aortic aneurysm	0.02715
DOID:1793	pancreatic cancer	DOID:2531	hematologic cancer	0.02182
DOID:1793	pancreatic cancer	DOID:5419	schizophrenia	0.01782
DOID:1793	pancreatic cancer	DOID:11612	polycystic ovary syndrome	0.01516
DOID:1793	pancreatic cancer	DOID:14330	Parkinson's disease	0.01401
DOID:1793	pancreatic cancer	DOID:9008	psoriatic arthritis	0.008396
DOID:1612	breast cancer	DOID:263	kidney cancer	0.2819
DOID:1612	breast cancer	DOID:0050742	nicotine dependence	0.2106
DOID:1612	breast cancer	DOID:8577	ulcerative colitis	0.2063
DOID:1612	breast cancer	DOID:635	acquired immunodeficiency syndrome	0.1599
DOID:1612	breast cancer	DOID:219	colon cancer	0.1597
DOID:1612	breast cancer	DOID:2986	IgA glomerulonephritis	0.1427
DOID:1612	breast cancer	DOID:14227	azoospermia	0.132
DOID:1612	breast cancer	DOID:1909	melanoma	0.1307
DOID:1612	breast cancer	DOID:9206	Barrett's esophagus	0.1243
DOID:1612	breast cancer	DOID:3083	chronic obstructive pulmonary disease	0.1121
DOID:1612	breast cancer	DOID:8893	psoriasis	0.09982
DOID:1612	breast cancer	DOID:10652	Alzheimer's disease	0.09923
DOID:1612	breast cancer	DOID:9074	systemic lupus erythematosus	0.09276
DOID:1612	breast cancer	DOID:1793	pancreatic cancer	0.07521
DOID:1612	breast cancer	DOID:418	systemic scleroderma	0.07465
DOID:1612	breast cancer	DOID:0050156	idiopathic pulmonary fibrosis	0.07154
DOID:1612	breast cancer	DOID:986	alopecia areata	0.06723
DOID:1612	breast cancer	DOID:3310	atopic dermatitis	0.05199
DOID:1612	breast cancer	DOID:7693	abdominal aortic aneurysm	0.04125
DOID:1612	breast cancer	DOID:8778	Crohn's disease	0.034
DOID:1612	breast cancer	DOID:7148	rheumatoid arthritis	0.02955
DOID:1612	breast cancer	DOID:12365	malaria	0.02867
DOID:1612	breast cancer	DOID:2531	hematologic cancer	0.02514
DOID:1612	breast cancer	DOID:5419	schizophrenia	0.02038
DOID:1612	breast cancer	DOID:14330	Parkinson's disease	0.01662
DOID:1612	breast cancer	DOID:9008	psoriatic arthritis	0.01651
DOID:1612	breast cancer	DOID:11612	polycystic ovary syndrome	0.01612
DOID:14330	Parkinson's disease	DOID:10652	Alzheimer's disease	0.04629
DOID:14330	Parkinson's disease	DOID:9206	Barrett's esophagus	0.03009
DOID:14330	Parkinson's disease	DOID:5419	schizophrenia	0.02602
DOID:14330	Parkinson's disease	DOID:219	colon cancer	0.02579
DOID:14330	Parkinson's disease	DOID:2986	IgA glomerulonephritis	0.02382
DOID:14330	Parkinson's disease	DOID:263	kidney cancer	0.02322
DOID:14330	Parkinson's disease	DOID:8577	ulcerative colitis	0.02263
DOID:14330	Parkinson's disease	DOID:418	systemic scleroderma	0.02135
DOID:14330	Parkinson's disease	DOID:0050742	nicotine dependence	0.02085
DOID:14330	Parkinson's disease	DOID:1909	melanoma	0.01997
DOID:14330	Parkinson's disease	DOID:986	alopecia areata	0.01948
DOID:14330	Parkinson's disease	DOID:635	acquired immunodeficiency syndrome	0.01872
DOID:14330	Parkinson's disease	DOID:3310	atopic dermatitis	0.01823
DOID:14330	Parkinson's disease	DOID:9074	systemic lupus erythematosus	0.01817
DOID:14330	Parkinson's disease	DOID:2531	hematologic cancer	0.01783
DOID:14330	Parkinson's disease	DOID:1612	breast cancer	0.01662
DOID:14330	Parkinson's disease	DOID:8778	Crohn's disease	0.01652
DOID:14330	Parkinson's disease	DOID:12365	malaria	0.01589
DOID:14330	Parkinson's disease	DOID:3083	chronic obstructive pulmonary disease	0.015
DOID:14330	Parkinson's disease	DOID:1793	pancreatic cancer	0.01401
DOID:14330	Parkinson's disease	DOID:14227	azoospermia	0.01284
DOID:14330	Parkinson's disease	DOID:11612	polycystic ovary syndrome	0.01272
DOID:14330	Parkinson's disease	DOID:0050156	idiopathic pulmonary fibrosis	0.01221
DOID:14330	Parkinson's disease	DOID:7693	abdominal aortic aneurysm	0.01205
DOID:14330	Parkinson's disease	DOID:8893	psoriasis	0.009475
DOID:14330	Parkinson's disease	DOID:7148	rheumatoid arthritis	0.007353
DOID:14330	Parkinson's disease	DOID:9008	psoriatic arthritis	0.004259
DOID:14227	azoospermia	DOID:263	kidney cancer	0.2009
DOID:14227	azoospermia	DOID:0050742	nicotine dependence	0.1626
DOID:14227	azoospermia	DOID:1612	breast cancer	0.132
DOID:14227	azoospermia	DOID:8577	ulcerative colitis	0.1199
DOID:14227	azoospermia	DOID:986	alopecia areata	0.1113
DOID:14227	azoospermia	DOID:10652	Alzheimer's disease	0.09801
DOID:14227	azoospermia	DOID:9206	Barrett's esophagus	0.09593
DOID:14227	azoospermia	DOID:2986	IgA glomerulonephritis	0.09486
DOID:14227	azoospermia	DOID:3083	chronic obstructive pulmonary disease	0.08325
DOID:14227	azoospermia	DOID:219	colon cancer	0.0707
DOID:14227	azoospermia	DOID:418	systemic scleroderma	0.07038
DOID:14227	azoospermia	DOID:635	acquired immunodeficiency syndrome	0.06199
DOID:14227	azoospermia	DOID:1909	melanoma	0.0507
DOID:14227	azoospermia	DOID:9074	systemic lupus erythematosus	0.04154
DOID:14227	azoospermia	DOID:1793	pancreatic cancer	0.03934
DOID:14227	azoospermia	DOID:8893	psoriasis	0.03694
DOID:14227	azoospermia	DOID:0050156	idiopathic pulmonary fibrosis	0.03501
DOID:14227	azoospermia	DOID:5419	schizophrenia	0.03296
DOID:14227	azoospermia	DOID:8778	Crohn's disease	0.0254
DOID:14227	azoospermia	DOID:3310	atopic dermatitis	0.02005
DOID:14227	azoospermia	DOID:9008	psoriatic arthritis	0.01975
DOID:14227	azoospermia	DOID:7148	rheumatoid arthritis	0.01777
DOID:14227	azoospermia	DOID:11612	polycystic ovary syndrome	0.01592
DOID:14227	azoospermia	DOID:12365	malaria	0.01566
DOID:14227	azoospermia	DOID:7693	abdominal aortic aneurysm	0.0156
DOID:14227	azoospermia	DOID:14330	Parkinson's disease	0.01284
DOID:14227	azoospermia	DOID:2531	hematologic cancer	0.0126
DOID:12365	malaria	DOID:9074	systemic lupus erythematosus	0.06883
DOID:12365	malaria	DOID:635	acquired immunodeficiency syndrome	0.05997
DOID:12365	malaria	DOID:8778	Crohn's disease	0.04479
DOID:12365	malaria	DOID:8893	psoriasis	0.03405
DOID:12365	malaria	DOID:8577	ulcerative colitis	0.03234
DOID:12365	malaria	DOID:0050156	idiopathic pulmonary fibrosis	0.03183
DOID:12365	malaria	DOID:1909	melanoma	0.03013
DOID:12365	malaria	DOID:418	systemic scleroderma	0.02983
DOID:12365	malaria	DOID:1793	pancreatic cancer	0.02923
DOID:12365	malaria	DOID:1612	breast cancer	0.02867
DOID:12365	malaria	DOID:3083	chronic obstructive pulmonary disease	0.02746
DOID:12365	malaria	DOID:10652	Alzheimer's disease	0.02725
DOID:12365	malaria	DOID:0050742	nicotine dependence	0.02555
DOID:12365	malaria	DOID:263	kidney cancer	0.02488
DOID:12365	malaria	DOID:7148	rheumatoid arthritis	0.0243
DOID:12365	malaria	DOID:9206	Barrett's esophagus	0.02171
DOID:12365	malaria	DOID:986	alopecia areata	0.02143
DOID:12365	malaria	DOID:219	colon cancer	0.02105
DOID:12365	malaria	DOID:2986	IgA glomerulonephritis	0.01966
DOID:12365	malaria	DOID:7693	abdominal aortic aneurysm	0.01887
DOID:12365	malaria	DOID:2531	hematologic cancer	0.0173
DOID:12365	malaria	DOID:5419	schizophrenia	0.01715
DOID:12365	malaria	DOID:14330	Parkinson's disease	0.01589
DOID:12365	malaria	DOID:3310	atopic dermatitis	0.01572
DOID:12365	malaria	DOID:14227	azoospermia	0.01566
DOID:12365	malaria	DOID:11612	polycystic ovary syndrome	0.01361
DOID:12365	malaria	DOID:9008	psoriatic arthritis	0.003817
DOID:11612	polycystic ovary syndrome	DOID:263	kidney cancer	0.0203
DOID:11612	polycystic ovary syndrome	DOID:8577	ulcerative colitis	0.01904
DOID:11612	polycystic ovary syndrome	DOID:2986	IgA glomerulonephritis	0.01861
DOID:11612	polycystic ovary syndrome	DOID:5419	schizophrenia	0.0177
DOID:11612	polycystic ovary syndrome	DOID:10652	Alzheimer's disease	0.01764
DOID:11612	polycystic ovary syndrome	DOID:9206	Barrett's esophagus	0.01733
DOID:11612	polycystic ovary syndrome	DOID:418	systemic scleroderma	0.01715
DOID:11612	polycystic ovary syndrome	DOID:0050742	nicotine dependence	0.01681
DOID:11612	polycystic ovary syndrome	DOID:1612	breast cancer	0.01612
DOID:11612	polycystic ovary syndrome	DOID:1909	melanoma	0.01606
DOID:11612	polycystic ovary syndrome	DOID:986	alopecia areata	0.01601
DOID:11612	polycystic ovary syndrome	DOID:14227	azoospermia	0.01592
DOID:11612	polycystic ovary syndrome	DOID:1793	pancreatic cancer	0.01516
DOID:11612	polycystic ovary syndrome	DOID:9074	systemic lupus erythematosus	0.01466
DOID:11612	polycystic ovary syndrome	DOID:635	acquired immunodeficiency syndrome	0.01411
DOID:11612	polycystic ovary syndrome	DOID:3083	chronic obstructive pulmonary disease	0.01406
DOID:11612	polycystic ovary syndrome	DOID:12365	malaria	0.01361
DOID:11612	polycystic ovary syndrome	DOID:7693	abdominal aortic aneurysm	0.01322
DOID:11612	polycystic ovary syndrome	DOID:3310	atopic dermatitis	0.01285
DOID:11612	polycystic ovary syndrome	DOID:14330	Parkinson's disease	0.01272
DOID:11612	polycystic ovary syndrome	DOID:7148	rheumatoid arthritis	0.01202
DOID:11612	polycystic ovary syndrome	DOID:219	colon cancer	0.012
DOID:11612	polycystic ovary syndrome	DOID:8893	psoriasis	0.01134
DOID:11612	polycystic ovary syndrome	DOID:0050156	idiopathic pulmonary fibrosis	0.0109
DOID:11612	polycystic ovary syndrome	DOID:8778	Crohn's disease	0.007702
DOID:11612	polycystic ovary syndrome	DOID:2531	hematologic cancer	0.004747
DOID:11612	polycystic ovary syndrome	DOID:9008	psoriatic arthritis	0.004188
DOID:10652	Alzheimer's disease	DOID:263	kidney cancer	0.1404
DOID:10652	Alzheimer's disease	DOID:2986	IgA glomerulonephritis	0.1223
DOID:10652	Alzheimer's disease	DOID:9206	Barrett's esophagus	0.115
DOID:10652	Alzheimer's disease	DOID:8577	ulcerative colitis	0.108
DOID:10652	Alzheimer's disease	DOID:0050742	nicotine dependence	0.1025
DOID:10652	Alzheimer's disease	DOID:1612	breast cancer	0.09923
DOID:10652	Alzheimer's disease	DOID:14227	azoospermia	0.09801
DOID:10652	Alzheimer's disease	DOID:219	colon cancer	0.09244
DOID:10652	Alzheimer's disease	DOID:986	alopecia areata	0.07226
DOID:10652	Alzheimer's disease	DOID:3083	chronic obstructive pulmonary disease	0.07101
DOID:10652	Alzheimer's disease	DOID:1909	melanoma	0.06967
DOID:10652	Alzheimer's disease	DOID:635	acquired immunodeficiency syndrome	0.06868
DOID:10652	Alzheimer's disease	DOID:418	systemic scleroderma	0.06629
DOID:10652	Alzheimer's disease	DOID:9074	systemic lupus erythematosus	0.05765
DOID:10652	Alzheimer's disease	DOID:14330	Parkinson's disease	0.04629
DOID:10652	Alzheimer's disease	DOID:1793	pancreatic cancer	0.04626
DOID:10652	Alzheimer's disease	DOID:5419	schizophrenia	0.04174
DOID:10652	Alzheimer's disease	DOID:0050156	idiopathic pulmonary fibrosis	0.03836
DOID:10652	Alzheimer's disease	DOID:8893	psoriasis	0.03387
DOID:10652	Alzheimer's disease	DOID:8778	Crohn's disease	0.03274
DOID:10652	Alzheimer's disease	DOID:12365	malaria	0.02725
DOID:10652	Alzheimer's disease	DOID:3310	atopic dermatitis	0.02677
DOID:10652	Alzheimer's disease	DOID:7693	abdominal aortic aneurysm	0.0246
DOID:10652	Alzheimer's disease	DOID:2531	hematologic cancer	0.01951
DOID:10652	Alzheimer's disease	DOID:11612	polycystic ovary syndrome	0.01764
DOID:10652	Alzheimer's disease	DOID:7148	rheumatoid arthritis	0.01726
DOID:10652	Alzheimer's disease	DOID:9008	psoriatic arthritis	0.01489
DOID:0050742	nicotine dependence	DOID:3083	chronic obstructive pulmonary disease	0.2566
DOID:0050742	nicotine dependence	DOID:263	kidney cancer	0.2295
DOID:0050742	nicotine dependence	DOID:1612	breast cancer	0.2106
DOID:0050742	nicotine dependence	DOID:8577	ulcerative colitis	0.1807
DOID:0050742	nicotine dependence	DOID:14227	azoospermia	0.1626
DOID:0050742	nicotine dependence	DOID:9206	Barrett's esophagus	0.1198
DOID:0050742	nicotine dependence	DOID:2986	IgA glomerulonephritis	0.1076
DOID:0050742	nicotine dependence	DOID:10652	Alzheimer's disease	0.1025
DOID:0050742	nicotine dependence	DOID:635	acquired immunodeficiency syndrome	0.09765
DOID:0050742	nicotine dependence	DOID:986	alopecia areata	0.09671
DOID:0050742	nicotine dependence	DOID:1909	melanoma	0.08717
DOID:0050742	nicotine dependence	DOID:219	colon cancer	0.08712
DOID:0050742	nicotine dependence	DOID:418	systemic scleroderma	0.07453
DOID:0050742	nicotine dependence	DOID:9074	systemic lupus erythematosus	0.06667
DOID:0050742	nicotine dependence	DOID:8893	psoriasis	0.05576
DOID:0050742	nicotine dependence	DOID:1793	pancreatic cancer	0.05524
DOID:0050742	nicotine dependence	DOID:0050156	idiopathic pulmonary fibrosis	0.05359
DOID:0050742	nicotine dependence	DOID:3310	atopic dermatitis	0.0392
DOID:0050742	nicotine dependence	DOID:8778	Crohn's disease	0.03243
DOID:0050742	nicotine dependence	DOID:5419	schizophrenia	0.03104
DOID:0050742	nicotine dependence	DOID:7693	abdominal aortic aneurysm	0.02668
DOID:0050742	nicotine dependence	DOID:12365	malaria	0.02555
DOID:0050742	nicotine dependence	DOID:7148	rheumatoid arthritis	0.02215
DOID:0050742	nicotine dependence	DOID:14330	Parkinson's disease	0.02085
DOID:0050742	nicotine dependence	DOID:2531	hematologic cancer	0.01955
DOID:0050742	nicotine dependence	DOID:11612	polycystic ovary syndrome	0.01681
DOID:0050742	nicotine dependence	DOID:9008	psoriatic arthritis	0.01614
DOID:0050156	idiopathic pulmonary fibrosis	DOID:635	acquired immunodeficiency syndrome	0.0796
DOID:0050156	idiopathic pulmonary fibrosis	DOID:9074	systemic lupus erythematosus	0.0739
DOID:0050156	idiopathic pulmonary fibrosis	DOID:1612	breast cancer	0.07154
DOID:0050156	idiopathic pulmonary fibrosis	DOID:8577	ulcerative colitis	0.07007
DOID:0050156	idiopathic pulmonary fibrosis	DOID:2986	IgA glomerulonephritis	0.05653
DOID:0050156	idiopathic pulmonary fibrosis	DOID:263	kidney cancer	0.05561
DOID:0050156	idiopathic pulmonary fibrosis	DOID:1793	pancreatic cancer	0.0546
DOID:0050156	idiopathic pulmonary fibrosis	DOID:0050742	nicotine dependence	0.05359
DOID:0050156	idiopathic pulmonary fibrosis	DOID:1909	melanoma	0.05202
DOID:0050156	idiopathic pulmonary fibrosis	DOID:9206	Barrett's esophagus	0.05156
DOID:0050156	idiopathic pulmonary fibrosis	DOID:3083	chronic obstructive pulmonary disease	0.04708
DOID:0050156	idiopathic pulmonary fibrosis	DOID:8893	psoriasis	0.04614
DOID:0050156	idiopathic pulmonary fibrosis	DOID:8778	Crohn's disease	0.04427
DOID:0050156	idiopathic pulmonary fibrosis	DOID:418	systemic scleroderma	0.04426
DOID:0050156	idiopathic pulmonary fibrosis	DOID:219	colon cancer	0.04329
DOID:0050156	idiopathic pulmonary fibrosis	DOID:10652	Alzheimer's disease	0.03836
DOID:0050156	idiopathic pulmonary fibrosis	DOID:14227	azoospermia	0.03501
DOID:0050156	idiopathic pulmonary fibrosis	DOID:12365	malaria	0.03183
DOID:0050156	idiopathic pulmonary fibrosis	DOID:3310	atopic dermatitis	0.03034
DOID:0050156	idiopathic pulmonary fibrosis	DOID:986	alopecia areata	0.0292
DOID:0050156	idiopathic pulmonary fibrosis	DOID:7693	abdominal aortic aneurysm	0.02831
DOID:0050156	idiopathic pulmonary fibrosis	DOID:7148	rheumatoid arthritis	0.02642
DOID:0050156	idiopathic pulmonary fibrosis	DOID:2531	hematologic cancer	0.0241
DOID:0050156	idiopathic pulmonary fibrosis	DOID:14330	Parkinson's disease	0.01221
DOID:0050156	idiopathic pulmonary fibrosis	DOID:5419	schizophrenia	0.0116
DOID:0050156	idiopathic pulmonary fibrosis	DOID:11612	polycystic ovary syndrome	0.0109
DOID:0050156	idiopathic pulmonary fibrosis	DOID:9008	psoriatic arthritis	0.008989
